StartDate,ParkName,Phone,MovieName,MovieClosedCaption,MovieRating,ParkAddress,CommunityAreas,ZipCode,Wards,Year,Weekday,longitude,latitude,month
2018-07-05,Wicker Park,(312) 742-7553,Ghost,Yes,PG-13,1425 N. Damen Avenue,25,21560,41,2018,Thursday,-87.6775672,41.9104892,Jul
2018-06-19,A. Montgomery Ward Park,(312) 742-7895,Jumanji: Welcome to the Jungle,Yes,PG-13,630 N. Kingsbury St.,37,4446,36,2018,Tuesday,-87.6422346,41.89351,Jun
2018-08-03,Nat King Cole Park,(312) 747-6063,Justice League,Yes,PG-13,361 E. 85th St.,40,21546,32,2018,Friday,-87.6153444,41.7391871,Aug
2018-07-30,Chippewa Park,(773) 731-0380,Trolls,Yes,PG,6748 N. Sacramento Ave.,20,22528,27,2018,Monday,-87.7052222,42.0039662,Jul
2018-08-25,Wolfe Playground Park,(312) 747-7005,Cars 3,Yes,G,3325 E. 108th St.,49,21202,47,2018,Saturday,-87.5431298,41.6982163,Aug
2018-07-11,"Bartelme, Mary Park",(312) 746-5962,The Princess Bride,Yes,PG,115 S. Sangamon St.,29,14917,26,2018,Wednesday,-87.6502418,41.8798425,Jul
2018-08-18,Churchill Field Playlot Park,(312) 742-7554,Roman Holiday,Yes,NR,1825 N. Damen Ave.,23,21560,40,2018,Saturday,-87.676908,41.9144055,Aug
2018-08-17,Revere Park,(773) 478-1220,Spark: A Space Tail,Yes,PG,2509 W. Irving Park Rd.,46,21538,18,2018,Friday,-87.6920557,41.9531303,Aug
2018-08-07,Cragin Park,(312) 746-5065,Selena,Yes,PG,2611 N. Lockwood Ave.,19,22615,17,2018,Tuesday,-87.7577279,41.928364,Aug
2018-08-21,McKinley Park,(312) 747-6527,A Dog's Purpose,Yes,PG,2210 W. Pershing Rd.,56,14924,1,2018,Tuesday,-87.6729074,41.8316175,Aug
2018-08-23,DuSable Museum of African American History,(312) 742-1134,Elevator to the Gallows (Ascenseur pour l'Echafaud),Yes,NR,740 E. 56th Pl.,8,22260,33,2018,Thursday,-87.6071968,41.7919133,Aug
2018-08-12,Walsh Playground Park,(312) 742-7769,The Secret Life of Pets,Yes,PG,1722 N. Ashland Ave.,25,21560,40,2018,Sunday,-87.6684388,41.9138845,Aug
2018-07-10,Chicago History Museum,(312) 742-1134,Back to the Future,Yes,PG,1601 N. Clark St.,68,21190,34,2018,Tuesday,-87.6314917,41.9120377,Jul
2018-08-21,A. Montgomery Ward Park,(312) 742-7895,Coco,Yes,PG,630 N. Kingsbury St.,37,4446,36,2018,Tuesday,-87.6422346,41.89351,Aug
2018-07-23,Harold Washington Playlot Park,(312) 747-6620,The Wiz,Yes,G,5200 S. Hyde Park Blvd.,8,21192,33,2018,Monday,-87.5834584,41.801367,Jul
2018-08-01,Ridge Park,(312) 747-6640,Jumanji: Welcome to the Jungle,Yes,PG-13,1817 W. 96th Street,71,22212,42,2018,Wednesday,-95.921462,36.052463,Aug
2018-06-29,Owens Park,(312) 747-6709,Black Panther,Yes,PG-13,8800 S. Clyde,44,21202,35,2018,Friday,-75.0118878,39.6807921,Jun
2018-08-17,Maggie Daley Park,(312) 742-3918,Coco,Yes,PG,337 E. Randolph St.,38,14309,36,2018,Friday,-87.6194393,41.8823598,Aug
2018-08-10,Galewood Park,(312) 746-5089,Jumanji: Welcome to the Jungle,Yes,PG-13,5729 W. Bloomingdale Ave.,26,22615,7,2018,Friday,-87.7686754,41.9123281,Aug
2018-08-01,Harrison Park,(312) 746-5491,Looking for a Boyfriend … for My Wife / Se busca novio … para mi mujer,Yes,NR,1824 S. Wood St.,33,14920,26,2018,Wednesday,-97.222816,37.6680039,Aug
2018-07-06,Holstein Park,(312) 742-7554,Love Songs (Les Chansons d'Amour),Yes,NR,2200 N. Oakley Ave.,23,22535,40,2018,Friday,-87.6850684,41.921348,Jul
2018-08-20,South Shore Cultural Center,(773) 256-0149,Wonder Woman,Yes,PG-13,7059 S. South Shore Drive,39,22538,37,2018,Monday,-87.5635963,41.7691802,Aug
2018-07-18,Brainerd Park,(312) 747-6027,Jumanji: Welcome to the Jungle,Yes,PG-13,1246 W. 92nd St.,72,21554,13,2018,Wednesday,-87.6543207,41.7276762,Jul
2018-08-08,Sherman Park,(312) 747-6672,Jumanji: Welcome to the Jungle,Yes,PG-13,1301 W. 52nd St.,59,14924,4,2018,Wednesday,-87.6573299,41.7964927,Aug
2018-08-05,Chippewa Park,(773) 731-0380,The Boss Baby,Yes,PG,6748 N. Sacramento Ave.,20,22528,27,2018,Sunday,-87.7052222,42.0039662,Aug
2018-07-16,Skinner Park,(312) 746-5560,Cars 3,Yes,G,1331 W. Monroe St.,29,14917,46,2018,Monday,-87.6615589,41.8796407,Jul
2018-06-25,Harold Washington Playlot Park,(312) 747-6620,A Raisin in the Sun,Yes,NR,5200 S. Hyde Park Blvd.,8,21192,33,2018,Monday,-87.5834584,41.801367,Jun
2018-06-30,Oz Park,(312) 742-7898,The Perfect Game,Yes,PG,2021 N. Burling St.,68,21190,34,2018,Saturday,-87.6456607,41.9208947,Jun
2018-08-03,LeClaire Courts-Hearst Community Park,(312) 747-6438,Sherlock Gnomes,Yes,PG,5120 W. 44th St.,53,22268,28,2018,Friday,-87.750748,41.8133942,Aug
2018-07-26,Scottsdale Playground Park,(773) 284-1826,Jumanji: Welcome to the Jungle,Yes,PG-13,4637 W. 83rd St.,69,4300,30,2018,Thursday,-87.7356271,41.7416278,Jul
2018-06-21,Archer Park,(773) 284-7029,Little Big League,Yes,PG,4901 S.Kilbourn Ave.,54,22248,8,2018,Thursday,-87.7347903,41.8045458,Jun
2018-07-28,Humboldt Park,(312) 742-7549,Despicable Me 3,Yes,PG,1440 N. Sacramento,25,21560,49,2018,Saturday,-87.721293,41.8990752,Jul
2018-06-22,La Villita Park,(312) 747-6608,Jumanji: Welcome to the Jungle,Yes,PG-13,2800 S. Sacramento Blvd.,,,,2018,Friday,-87.7015346,41.8399512,Jun
2018-07-13,Palmer Park,(312) 747-6577,War for the Planet of the Apes,Yes,PG-13,201 E. 111th St.,45,21861,43,2018,Friday,-104.7680926,38.8789233,Jul
2018-07-12,Ping Tom Memorial Park,(312) 225-3121,The Boss Baby,Yes,PG,1700 S. Wentworth Ave.,34,21194,26,2018,Thursday,-87.6343835,41.8572974,Jul
2018-07-18,Rosenblum Park,(312) 747-6649,Jumanji: Welcome to the Jungle,Yes,PG-13,8050 S. Chapel,,,,2018,Wednesday,-87.5787089,41.7581356,Jul
2018-08-10,Mayfair Park,(773) 685-3361,The Sandlot,Yes,PG,4550 W. Sunnyside Ave.,16,21869,38,2018,Friday,-87.7420401,41.9630974,Aug
2018-07-07,Indian Boundary Park and Cultural Center,(773) 764-0338,Looney Tunes Cartoon Pack #4,No,NR,2500 W. Lunt Ave.,20,22528,27,2018,Saturday,-87.6932545,42.0094477,Jul
2018-07-15,Jonquil Playlot Park,(312) 742-7816,Grease,Yes,PG-13,1001 W. Wrightwood Ave.,68,21190,34,2018,Sunday,-87.6545678,41.9284789,Jul
2018-06-26,Horner Park,(773) 478-3499,Wonder,Yes,PG,2741 W. Montrose Ave.,14,21538,20,2018,Tuesday,-87.6963721,41.9577997,Jun
2018-06-12,"Bartelme, Mary Park",(312) 746-5962,The Martian,Yes,PG-13,115 S. Sangamon St.,29,14917,26,2018,Tuesday,-87.6502418,41.8798425,Jun
2018-06-30,Ellis Park,(312) 656-0423,Justice League,Yes,PG-13,535 E. 35th St.,1,21194,10,2018,Saturday,-87.543323,37.916421,Jun
2018-06-18,West Lawn Park,(773) 284-2803,Wonder,Yes,PG,4233 W. 65th St.,63,21867,15,2018,Monday,-87.729093,41.7737051,Jun
2018-08-18,DuSable Museum of African American History,(312) 742-1134,Black Panther,Yes,PG-13,740 E. 56th Pl.,8,22260,33,2018,Saturday,-87.6071968,41.7919133,Aug
2018-06-27,White (Willye B.) Park,(773) 262-5051,Hidden Figures,Yes,PG,7631 N. Ashland Ave.,10,21853,5,2018,Wednesday,-87.6708443,42.0197679,Jun
2018-08-22,Kedvale Park,(312) 742-7543,Coco,Yes,PG,4134 W. Hirsch St.,24,4299,49,2018,Wednesday,-87.7300436,41.9065878,Aug
2018-08-11,Jensen Park,(312) 742-7054,Jumanji: Welcome to the Jungle,Yes,PG-13,4650 N. Lawndale Ave.,14,21849,12,2018,Saturday,-87.7210519,41.9655488,Aug
2018-06-26,Lincoln Park,(312) 742-5121,Trolls,Yes,PG,500-5700 N. Lake Shore Drive,37,21182,36,2018,Tuesday,-87.6487783,41.9254701,Jun
2018-09-07,Ronan Park,(312) 742-7516,Ferdinand,Yes,PG,3000 W. Argyle St.,14,21849,20,2018,Friday,-87.7037149,41.9709378,Sep
2018-07-23,Calumet Park,(312) 747-6039,Ferdinand,Yes,PG,9801 S. Ave G,49,21202,47,2018,Monday,-87.6607948,41.6628909,Jul
2018-07-07,Oz Park,(312) 742-7898,Jumanji: Welcome to the Jungle,Yes,PG-13,2021 N. Burling St.,68,21190,34,2018,Saturday,-87.6456607,41.9208947,Jul
2018-07-16,Cotton Tail Park,(312) 747-7640,Space Jam,Yes,PG,44 W. 15th St.,34,14913,9,2018,Monday,-87.6288653,41.862396,Jul
2018-09-01,Piotrowski Park,(312) 745-4801,Moana,Yes,PG,4247 W. 31st St.,32,21569,28,2018,Saturday,-87.7309295,41.8348342,Sep
2018-08-15,Shedd Park,(773) 762-3168,Coco,Yes,PG,3660 W. 23rd St.,32,21569,28,2018,Wednesday,-71.2888258,42.6307606,Aug
2018-07-30,Portage Park,(773) 685-7235,Finding Dory,Yes,PG,4100 N. Long Ave.,15,22618,19,2018,Monday,-87.7645576,41.953217,Jul
2018-07-28,Dawes Park,(312) 747-6108,Jumanji: Welcome to the Jungle,Yes,PG-13,8052 S. Damen Ave.,70,21554,30,2018,Saturday,-87.6741442,42.046574,Jul
2018-07-30,Oakwood Beach,(312) 742-1134,James and the Giant Peach,Yes,PG,3900 S. Lake Shore Dr.,,,,2018,Monday,-87.5958032,41.8213586,Jul
2018-08-20,Rowan Park,(773) 646-3180,Moana,Yes,PG,11546 S. Avenue L,49,21202,47,2018,Monday,-87.5380528,41.685848,Aug
2018-06-26,Lake Shore Park,(312) 742-7891,Bread and Tulips (Pane e Tulipani),Yes,PG-13,808 N. Lake Shore Dr.,37,21182,11,2018,Tuesday,-95.9361817,36.7840061,Jun
2018-06-17,Churchill Field Playlot Park,(312) 742-7554,Jumanji: Welcome to the Jungle,Yes,PG-13,1825 N. Damen Ave.,23,21560,40,2018,Sunday,-87.676908,41.9144055,Jun
2018-06-27,Piotrowski Park,(312) 745-4801,Help Me Make it Through the Night / Ayudame a pasar la noche,Yes,NR,4247 W. 31st St.,32,21569,28,2018,Wednesday,-87.7309295,41.8348342,Jun
2018-08-13,South Shore Cultural Center,(773) 256-0149,"Roman J. Israel, Esq.",Yes,PG-13,7059 S. South Shore Drive,39,22538,37,2018,Monday,-87.5635963,41.7691802,Aug
2018-07-23,River Park,(312) 742-7516,Sing,Yes,PG,5100 N. Francisco Ave.,6,21849,24,2018,Monday,-95.9845085,36.0822916,Jul
2018-06-16,Pulaski Park,(312) 742-7559,Guardians of the Galaxy Vol. 2,Yes,PG-13,1419 W. Blackhawk St.,25,22620,11,2018,Saturday,-87.6634095,41.906761,Jun
2018-08-27,South Shore Cultural Center,(773) 256-0149,Jumanji: Welcome to the Jungle,Yes,PG-13,7059 S. South Shore Drive,39,22538,37,2018,Monday,-87.5635963,41.7691802,Aug
2018-08-09,Skinner Park,(312) 746-5560,Black Panther,Yes,PG-13,1331 W. Monroe St.,29,14917,46,2018,Thursday,-87.6615589,41.8796407,Aug
2018-08-08,Loyola Park,(773) 262-8605,Southern Winds / Vientos del Sur,Yes,NR,1230 W. Greenleaf Ave.,10,21853,5,2018,Wednesday,-87.6619076,42.0117116,Aug
2018-08-08,Simons Park,(312) 742-7548,Coco,Yes,PG,1640 N. Drake Ave.,24,22535,49,2018,Wednesday,-87.7152608,41.9115357,Aug
2018-08-04,Oz Park,(312) 742-7898,Wonder Woman,Yes,PG-13,2021 N. Burling St.,68,21190,34,2018,Saturday,-87.6456607,41.9208947,Aug
2018-06-22,Hermitage Park,(312) 747-6179,Beauty and the Beast,Yes,PG,5839 S. Wood St.,65,22257,3,2018,Friday,-86.6148073,36.177761,Jun
2018-08-07,West Lawn Park,(773) 284-2803,Despicable Me 3,Yes,PG,4233 W. 65th St.,63,21867,15,2018,Tuesday,-87.729093,41.7737051,Aug
2018-08-13,Belmont Harbor,(312) 742-1134,Bringing Up Baby,No,NR,3200 N. Lake Shore Dr.,57,4449,25,2018,Monday,-87.6374768,41.9400652,Aug
2018-06-19,Gill Park,(312) 742-7802,The Sandlot,Yes,PG,825 W. Sheridan Rd.,57,21186,39,2018,Tuesday,-87.6505541,41.9519792,Jun
2018-06-14,McKiernan Playground Park,(312) 747-2883,Ghostbusters (1984),Yes,PG-13,10714 S. Sawyer Ave.,73,4447,42,2018,Thursday,-87.7024805,41.6983547,Jun
2018-07-15,Piotrowski Park,(312) 745-4801,Footloose,Yes,PG,4247 W. 31st St.,32,21569,28,2018,Sunday,-87.7309295,41.8348342,Jul
2018-06-23,Osterman Beach,(312) 742-1134,West Side Story,Yes,NR,5800 N. Lake Shore Dr.,,,,2018,Saturday,-87.6519968,41.9861856,Jun
2018-08-23,Fosco Park,(312) 746-5086,Hidden Figures,Yes,PG,1312 S. Racine Ave,29,14920,26,2018,Thursday,-87.6571882,41.8645051,Aug
2018-06-20,Harrison Park,(312) 746-5491,Broche de Oro: Beginnings / Broche de Oro: Comienzos,Yes,NR,1824 S. Wood St.,33,14920,26,2018,Wednesday,-97.222816,37.6680039,Jun
2018-08-26,Hoyne Playground Park,(312) 747-6184,Brave,Yes,PG,3417 S. Hamiltion Ave.,56,14920,1,2018,Sunday,-87.6783602,41.8316459,Aug
2018-07-18,Gage Park,(312) 747-6147,Home Team (Mi Mundial),Yes,NR,2411 W. 55th St.,61,14924,3,2018,Wednesday,-87.7035777,41.7935203,Jul
2018-08-23,Wilson (Frank J.) Park,(773) 685-6454,A Dog's Purpose,Yes,PG,4630 N. Milwaukee Ave.,15,21869,50,2018,Thursday,-87.7595081,41.9644741,Aug
2018-06-16,DuSable Museum of African American History,(312) 742-1134,Marshall,Yes,PG-13,740 E. 56th Pl.,8,22260,33,2018,Saturday,-87.6071968,41.7919133,Jun
2018-07-21,Peterson Park,(312) 742-7584,Jumanji: Welcome to the Jungle,Yes,PG-13,5801 N. Pulaski Rd.,13,22532,38,2018,Saturday,-87.7203402,41.9881794,Jul
2018-06-20,Chicago History Museum,(312) 742-1134,The Goonies,Yes,PG,1601 N. Clark St.,68,21190,34,2018,Wednesday,-87.6314917,41.9120377,Jun
2018-07-09,Calumet Park,(312) 747-6039,Babe,Yes,G,9801 S. Ave G,49,21202,47,2018,Monday,-87.6607948,41.6628909,Jul
2018-07-10,Webster Park,(312) 745-1479,An American Tail,Yes,G,1357 S. Indiana Ave.,34,14913,9,2018,Tuesday,-77.4528623,43.2561157,Jul
2018-06-14,Wicker Park,(312) 742-7553,The Color Purple,Yes,PG-13,1425 N. Damen Avenue,25,21560,41,2018,Thursday,-87.6775672,41.9104892,Jun
2018-06-20,Grant Park: Logan Monument,(312) 742-1134,Thor: Ragnarok,Yes,PG-13,900 S. Michigan Ave.,38,14913,10,2018,Wednesday,-87.6234327,41.8706124,Jun
2018-08-14,Kells Playground Park,(312) 742-7544,Moana,Yes,PG,3201 W. Chicago Ave.,24,4299,46,2018,Tuesday,-87.7072549,41.8951324,Aug
2018-07-19,Senka Park,(312) 747-4386,Despicable Me 3,Yes,PG,5656 S. St. Louis Ave.,61,21867,8,2018,Thursday,-87.7121252,41.7914942,Jul
2018-08-18,Sauganash Park,(773) 685-6122,Sing,Yes,PG,5861 N. Kostner Ave.,12,22532,38,2018,Saturday,-87.7372685,41.9882037,Aug
2018-08-27,Grant Park: Grove 5,(312) 742-1134,Jurassic Park,Yes,PG-13,800 S. Columbus Dr.,38,14913,10,2018,Monday,-87.6187505,41.8721722,Aug
2018-08-19,Unity Playlot Park,(773) 478-1410,Wonder,Yes,PG,2636 N. Kimball Ave.,23,22535,12,2018,Sunday,-87.7126041,41.9299083,Aug
2018-06-11,Belmont Harbor,(312) 742-1134,Rear Window,Yes,PG,3200 N. Lake Shore Dr.,57,4449,25,2018,Monday,-87.6374768,41.9400652,Jun
2018-08-24,Kelly Park,(312) 747-6197,Coco,Yes,PG,2725 W. 41st St.,55,22248,1,2018,Friday,-81.5013436,28.7576236,Aug
2018-08-02,Marquette Park,(312) 747-6469,Coco,Yes,PG,6743 S. Kedzie Ave.,64,21867,31,2018,Thursday,-87.7032024,41.7686101,Aug
2018-08-24,Wrightwood Park,(312) 742-7816,Star Wars: The Last Jedi,Yes,PG-13,2534 N. Greenview Ave.,68,21190,11,2018,Friday,-87.6664639,41.9282184,Aug
2018-07-21,DuSable Museum of African American History,(312) 742-1134,Jumanji: Welcome to the Jungle,Yes,PG-13,740 E. 56th Pl.,8,22260,33,2018,Saturday,-87.6071968,41.7919133,Jul
2018-08-13,Webster Park,(312) 745-1479,Back to the Future,Yes,PG,1357 S. Indiana Ave.,34,14913,9,2018,Monday,-77.4528623,43.2561157,Aug
2018-07-25,Heritage Green,(312) 746-5494,Wonder Woman,Yes,PG-13,610-30 W. Adams St.,29,4452,36,2018,Wednesday,-79.237758,37.3785499,Jul
2018-06-15,Brooks Park,(773) 631-4401,Back to the Future,Yes,PG,7100 N. Harlem Ave.,,4456,,2018,Friday,-98.4266263,29.3363722,Jun
2018-08-02,Austin Town Hall Park,(773) 287-7658,Jumanji: Welcome to the Jungle,Yes,PG-13,5610 W. Lake St.,26,22216,7,2018,Thursday,-87.7657791,41.888194,Aug
2018-07-17,Beverly Park,(312) 747-6024,"Monsters, Inc.",Yes,G,2460 W. 102nd St.,71,4447,42,2018,Tuesday,-118.4177707,34.1177924,Jul
2018-07-05,Dunbar Park,(312) 747-6287,Wonder Woman,Yes,PG-13,300 E. 31st St.,1,21194,10,2018,Thursday,-87.6208001,41.8399244,Jul
2018-08-16,Clarendon Park Community Center,(312) 742-7512,Black Panther,Yes,PG-13,4501 N. Clarendon Ave.,31,22616,39,2018,Thursday,-87.6486024,41.9633603,Aug
2018-09-10,South Shore Cultural Center,(773) 256-0149,Black Panther,Yes,PG-13,7059 S. South Shore Drive,39,22538,37,2018,Monday,-87.5635963,41.7691802,Sep
2018-08-03,Dvorak Park,(312) 746-5083,Jumanji: Welcome to the Jungle,Yes,PG-13,1119 W. Cullerton St.,33,14920,26,2018,Friday,-87.6539063,41.8543217,Aug
2018-07-13,Taylor Park,(312) 747-6728,Jumanji: Welcome to the Jungle,Yes,PG-13,39 W. 47th St.,4,14924,9,2018,Friday,-95.9746246,36.2960768,Jul
2018-08-24,Garfield Park,(312) 746-5092,Hidden Figures,Yes,PG,100 N. Central Park Ave.,28,21572,23,2018,Friday,-87.7172554,41.8862729,Aug
2018-07-21,Bradley Park,(312) 747-6022,Wonder,Yes,PG,9729 S.Yates Ave.,,,,2018,Saturday,-89.6230745,40.7036394,Jul
2018-08-22,Union Park,(312) 746-5494,Star Wars: The Last Jedi,Yes,PG-13,1501 W. Randolph St.,29,14917,46,2018,Wednesday,-87.6655371,41.8839452,Aug
2018-08-04,O'Hallaren Park,(312) 747-6573,Justice League,Yes,PG-13,8335 S. Honore St.,70,21554,13,2018,Saturday,-87.6692438,41.7420613,Aug
2018-07-11,Kelvyn Park,(312) 742-7547,Broche de Oro: Beginnings / Broche de Oro: Comienzos,Yes,NR,4438 W. Wrightwood Ave.,21,22615,17,2018,Wednesday,-87.7380983,41.9296854,Jul
2018-06-16,Winnemac Park,(312) 742-5101,Wonder Woman,Yes,PG-13,5100 N. Leavitt St,6,21849,24,2018,Saturday,-87.6819813,41.9741228,Jun
2018-07-28,Loyola Park,(773) 262-8605,Wonder,Yes,PG,1230 W. Greenleaf Ave.,10,21853,5,2018,Saturday,-87.6619076,42.0117116,Jul
2018-08-15,Hamlin Park,(312) 742-7785,Ferdinand,Yes,PG,3035 N. Hoyne Ave.,46,21538,40,2018,Wednesday,-87.6794228,41.9366872,Aug
2018-07-12,Normandy Playground Park,(773) 229-1421,Rogue One,Yes,PG-13,6660 W. 52nd St.,53,22268,8,2018,Thursday,-87.7887117,41.7983987,Jul
2018-07-15,Emmerson Park,(773) 761-0433,The Emoji Movie,Yes,PG,1820 W. Granville Ave.,20,4451,24,2018,Sunday,-87.6770938,41.9948698,Jul
2018-08-09,Wicker Park,(312) 742-7553,The Associate,Yes,PG-13,1425 N. Damen Avenue,25,21560,41,2018,Thursday,-87.6775672,41.9104892,Aug
2018-06-13,Kilbourn Park,(773) 685-3351,Space Jam,Yes,PG,3501 N. Kilbourn Ave.,16,22618,21,2018,Wednesday,-87.7389881,41.9440637,Jun
2018-06-19,Senn Playlot Park,(312) 742-7502,Jumanji: Welcome to the Jungle,Yes,PG-13,5887 N. Ridge Ave.,76,4451,16,2018,Tuesday,-87.6685158,41.9904694,Jun
2018-08-11,Museum of Science and Industry,(773) 684-1414,The Incredibles,Yes,PG,5700 S. Lake Shore Dr.,8,22260,33,2018,Saturday,-87.5830659,41.7905726,Aug
2018-06-28,Euclid Park,(312) 747-6124,Wonder Woman,Yes,PG-13,9800 S. Parnell Ave.,72,21861,22,2018,Thursday,-81.5529091,41.5535114,Jun
2018-07-02,Oakwood Beach,(312) 742-1134,The Truman Show,Yes,PG,3900 S. Lake Shore Dr.,,,,2018,Monday,-87.5958032,41.8213586,Jul
2018-06-13,Kedvale Park,(312) 742-7543,Justice League,Yes,PG-13,4134 W. Hirsch St.,24,4299,49,2018,Wednesday,-87.7300436,41.9065878,Jun
2018-06-28,Wentworth Park,(312) 747-6993,The Boss Baby,Yes,PG,5625 S. Mobile Ave.,53,22268,15,2018,Thursday,-87.7804512,41.7883344,Jun
2018-07-14,Horner Park,(773) 478-3499,Back to the Future,Yes,PG,2741 W. Montrose Ave.,14,21538,20,2018,Saturday,-87.6963721,41.9577997,Jul
2018-07-25,Kilbourn Park,(773) 685-3351,Home Team (Mi Mundial),Yes,NR,3501 N. Kilbourn Ave.,16,22618,21,2018,Wednesday,-87.7389881,41.9440637,Jul
2018-07-10,A. Montgomery Ward Park,(312) 742-7895,Raiders of the Lost Ark,Yes,PG,630 N. Kingsbury St.,37,4446,36,2018,Tuesday,-87.6422346,41.89351,Jul
2018-07-24,A. Montgomery Ward Park,(312) 742-7895,The Greatest Showman,Yes,PG,630 N. Kingsbury St.,37,4446,36,2018,Tuesday,-87.6422346,41.89351,Jul
2018-07-26,Wallace Playground Park,(312) 747-6763,Wonder,Yes,PG,607 W. 92nd St.,72,21554,13,2018,Thursday,-87.6388026,41.7264579,Jul
2018-08-19,Chicago Women's Park and Gardens,(312) 328-0821,Star Wars: The Last Jedi,Yes,PG-13,1801 S. Indiana Ave.,34,21194,9,2018,Sunday,-87.6220159,41.8576592,Aug
2018-06-27,Foster Park,(312) 747-6135,The Boss Baby,Yes,PG,1440 W. 84th St.,70,21554,13,2018,Wednesday,-87.6600046,41.7409628,Jun
2018-07-13,Gladstone Park,(773) 631-7859,Despicable Me 3,Yes,PG,5421 N. Menard Ave.,11,21869,50,2018,Friday,-87.7728393,41.9788836,Jul
2018-08-15,Taylor-Lauridsen Playground Park,(312) 747-6729,The LEGO Batman Movie,Yes,PG,704 W. 42nd St.,59,14924,48,2018,Wednesday,-87.6429822,41.8182065,Aug
2018-06-25,Carver Park,(312) 747-6047,Black Panther,Yes,PG-13,939 E. 132nd St.,51,4460,43,2018,Monday,-94.3556725,36.9873287,Jun
2018-06-15,Homan Square Park,(312) 746-6650,Wonder Woman,Yes,PG-13,3559 W. Arthington,28,21572,14,2018,Friday,-87.7144908,41.8693788,Jun
2018-08-02,Margate Park,(312) 742-7522,Wonder Woman,Yes,PG-13,4921 N. Marine Drive,31,22616,16,2018,Thursday,-87.6497743,41.972088,Aug
2018-06-25,"Bartelme, Mary Park",(312) 746-5962,Beauty and the Beast Sing-Along,Yes,PG,115 S. Sangamon St.,29,14917,26,2018,Monday,-87.6502418,41.8798425,Jun
2018-08-06,Lake Shore Park,(312) 742-7891,Inside Out,Yes,PG,808 N. Lake Shore Dr.,37,21182,11,2018,Monday,-95.9361817,36.7840061,Aug
2018-08-14,Chicago History Museum,(312) 742-1134,Clue,Yes,PG,1601 N. Clark St.,68,21190,34,2018,Tuesday,-87.6314917,41.9120377,Aug
2018-08-16,Washtenaw Park,(312) 747-4420,Jumanji: Welcome to the Jungle,Yes,PG-13,2521 S. Washtenaw Ave.,32,14920,14,2018,Thursday,-87.6921996,41.8458344,Aug
2018-07-27,Oakdale Park,(312) 747-6569,The Boss Baby,Yes,PG,965 W. 95th St.,72,22212,13,2018,Friday,-97.7451667,32.2394207,Jul
2018-07-19,Arrigo Park,(312) 747-5369,Coco,Yes,PG,801 S. Loomis St.,29,14917,23,2018,Thursday,-87.6601662,41.8717379,Jul
2018-08-16,"Bartelme, Mary Park",(312) 746-5962,Field of Dreams,Yes,PG,115 S. Sangamon St.,29,14917,26,2018,Thursday,-87.6502418,41.8798425,Aug
2018-06-18,Grant Park: Grove 5,(312) 742-1134,What About Bob?,Yes,PG,800 S. Columbus Dr.,38,14913,10,2018,Monday,-87.6187505,41.8721722,Jun
2018-08-10,Avalon Park,(312) 747-6015,Black Panther,Yes,PG-13,1215 E. 83rd St.,41,21546,35,2018,Friday,-81.1543401,28.5116127,Aug
2018-08-20,Osterman Beach,(312) 742-1134,Sunset Boulevard,No,NR,5800 N. Lake Shore Dr.,,,,2018,Monday,-87.6519968,41.9861856,Aug
2018-08-15,Hermosa Park,(312) 742-7540,Looking for a Boyfriend … For My Wife / Se busca novio … para mi mujer,Yes,NR,2240 N. Kilbourn Ave.,21,22615,44,2018,Wednesday,-87.7403457,41.9219812,Aug
2018-08-21,Lawler Park,(773) 284-7328,Coco,Yes,PG,5210 W. 64th St.,62,22268,15,2018,Tuesday,-87.7512174,41.7766954,Aug
2018-07-17,Trebes Park,(312) 742-7769,Captain Underpants: The First Epic Movie,Yes,PG,2250 N. Clifton Ave.,68,21190,34,2018,Tuesday,-87.6577043,41.9220656,Jul
2018-08-06,Calumet Park,(312) 747-6039,Under the Same Moon (La Misma Luna),Yes,PG-13,9801 S. Ave G,49,21202,47,2018,Monday,-87.6607948,41.6628909,Aug
2018-08-24,Cornell Square Park,(312) 747-6097,The LEGO Batman Movie,Yes,PG,1809 W. 50th St.,59,14924,3,2018,Friday,-87.6710583,41.8023916,Aug
2018-06-21,Commercial Club Playground,(312) 742-7558,Justice League,Yes,PG-13,1845 W. Rice St.,25,21560,41,2018,Thursday,-87.6738079,41.896629,Jun
2018-07-29,Churchill Field Playlot Park,(312) 742-7554,Wonder Woman,Yes,PG-13,1825 N. Damen Ave.,23,21560,40,2018,Sunday,-87.676908,41.9144055,Jul
2018-07-31,Lincoln Park: South Field,(312) 742-7726,Italo Barocco,Yes,NR,1700 N. Stockton Dr.,68,21190,34,2018,Tuesday,-87.6287988,41.9141266,Jul
2018-08-22,Chicago Women's Park and Gardens,(312) 328-0821,Wonder Woman,Yes,PG-13,1801 S. Indiana Ave.,34,21194,9,2018,Wednesday,-87.6220159,41.8576592,Aug
2018-08-03,Green Briar Park,(773) 761-0582,Coco,Yes,PG,2650 W. Peterson Ave.,20,4450,24,2018,Friday,-87.696404,41.9913324,Aug
2018-06-29,Douglas Park Cultural and Community Center,(773) 762-2842,Jumanji: Welcome to the Jungle,Yes,PG-13,1401 S. Sacramento Dr.,30,21569,14,2018,Friday,-87.6997484,41.8624541,Jun
