EventName, MovieName, Location , ZipCode, Phone, StartDate, EndDate, EventUrl, ParkUrl, Community, MovieClosedCaption, MovieRating,Location 1,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
Family Movie Night at Sherman,"It's a Mad, Mad, Mad, Mad World",Sherman Park,60609,(312) 747-6672,06/24/2014 08:00:00 PM,06/24/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Movie-Night-at-Sherman/,http://www.chicagoparkdistrict.com/parks/Sherman-Park/,New City,N/A,N/A,"1301 W. 52nd St. Chicago IL 60609
Chicago, IL 60609
(41.79926682, -87.65863037)",37,59,14924,790,4,19
Movies in the Parks at Bartelme,Star Trek: Into Darkness,"Bartelme, Mary Park",60607,(312) 746-5494 ,07/24/2014 08:00:00 PM,07/24/2014 10:09:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Bartelme2/,http://www.chicagoparkdistrict.com/parks/Bartelme-Mary-Park/,Near West Side,Yes,PG-13,"115 S Sangamon St Chicago, IL 60607
Chicago, IL 60607
(41.88024521, -87.65080261)",44,29,14917,91,26,48
Family Fun Film at Chase,The Wizard of Oz,Chase Park,60640,(312) 742-7518,06/25/2014 09:00:00 PM,06/25/2014 10:30:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Fun-Film-at-Chase/,http://www.chicagoparkdistrict.com/parks/Chase-Park/,Uptown,N/A,G,"4701 N. Ashland Ave. Chicago IL 60640
Chicago, IL 60640
(41.96714783, -87.66930389)",15,31,22616,559,18,13
Movies in the Parks at Jensen,Hotel Transylvania,Jensen Park,60625,(312) 742-7054,08/15/2014 08:00:00 PM,08/15/2014 09:41:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jensen1/,http://www.chicagoparkdistrict.com/parks/Jensen-Park/,Albany Park,Yes,PG,"4650 N. Lawndale Ave. Chicago IL 60625
Chicago, IL 60625
(41.9656105, -87.72061157)",20,14,21849,119,12,2
Movies in the Parks at Dunbar,Hotel Transylvania,Dunbar Park,60616,(312) 747-5962,07/08/2014 08:30:00 PM,07/08/2014 10:01:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Dunbar3/,http://www.chicagoparkdistrict.com/parks/Dunbar-Park/,Douglas,Yes,PG,"300 E. 31st St. Chicago IL 60616
Chicago, IL 60616
(41.83839417, -87.62062836)",40,1,21194,191,10,48
Family Movie Night at Wilson (Frank J.),To Kill a Mockingbird,Wilson Frank J. Park,60630,(773) 685-6454,06/27/2014 08:00:00 PM,06/27/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Movie-Night-at-Wilson-Frank-J/,http://www.chicagoparkdistrict.com/parks/wilson-frank-j-park/,Portage Park,N/A,NR,"4630 N. Milwaukee Ave. Chicago IL 60630
Chicago, IL 60630
(41.9646492, -87.75836182)",48,15,21869,260,50,20
Movies in the Parks at Belmont Harbor,Strangers on a Train,Lincoln Park,60614,(312) 742-7726 ,06/16/2014 09:00:00 PM,06/16/2014 10:41:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Belmont-Harbor2/,http://www.chicagoparkdistrict.com/parks/lincoln-park/,Lincoln Park,Yes,PG,"2045 N Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.928495, -87.636008)",16,68,21190,101,34,51
Movies in the Parks at Ogden,Are We There Yet?,Ogden Park,60636,(312) 747-6572,08/13/2014 08:00:00 PM,08/13/2014 09:36:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Ogden1/,http://www.chicagoparkdistrict.com/parks/Ogden-Park/,"Englewood, West Englewood",No,PG,"6500 S. Racine Ave. Chicago IL 60636
Chicago, IL 60636
(41.77593613, -87.65439606)",11,66,22257,436,2,17
Movies in the Parks at Maplewood,The Lego Movie,Maplewood Playlot Park,60647,(312) 742-0041 ,07/10/2014 08:30:00 PM,07/10/2014 10:11:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Maplewood/,http://www.chicagoparkdistrict.com/parks/Maplewood-Playlot-Park/,West Town,Yes,PG,"1640 N.Maplewood Ave. Chicago IL 60647
Chicago, IL 60647
(41.9112854, -87.69094086)",1,25,22535,287,41,24
Movies in the Parks at Metcalfe,42,Metcalfe Park,60609,(312) 742-6728,07/31/2014 08:30:00 PM,07/31/2014 10:38:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Metcalfe/,http://www.chicagoparkdistrict.com/parks/Metcalfe-Park/,Grand Boulevard,Yes,PG-13,"4134 S State St Chicago, IL 60609
Chicago, IL 60609
(41.81840515, -87.62667847)",37,4,14924,414,9,12
Family Movie Night at Wildwood,Free Birds,Wildwood Park,60646,(773) 631-7455,07/10/2014 08:00:00 PM,07/10/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-OutFamily-Movie-Night-at-Wildwood/,http://www.chicagoparkdistrict.com/parks/Wildwood-Park/,Forest Glen,Yes,PG,"6950 N. Hiawatha Ave. Chicago IL 60646
Chicago, IL 60646
(42.00686264, -87.7776947)",18,12,22532,781,29,34
Movies in the Parks at Harris,Cloudy With a Chance of Meatballs 2,Harris Park,60637,(312) 747-2706 ,08/08/2014 08:00:00 PM,08/08/2014 09:34:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Harris1/,http://www.chicagoparkdistrict.com/parks/Harris-Park/,Woodlawn,Yes,PG,"6200 S. Drexel Ave. Chicago IL 60637
Chicago, IL 60637
(41.78224182, -87.6043396)",60,9,22260,470,4,53
Movies in the Parks at Jonquil,Gravity ,Jonquil Playlot Park,60614,(312) 742-7816 ,07/05/2014 08:30:00 PM,07/05/2014 10:01:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jonquil4/,http://www.chicagoparkdistrict.com/parks/Jonquil-Playlot-Park/,Lincoln Park,Yes,PG-13,"1001 W. Wrightwood Ave. Chicago IL 60614
Chicago, IL 60614
(41.92899323, -87.65377045)",16,68,21190,795,34,16
Family Movie Night at Olympia,Lego Movie,Olympia Park,60631,(773) 631-6861,06/20/2014 08:00:00 PM,06/20/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-OutFamily-Movie-Night-at-Olympia/,http://www.chicagoparkdistrict.com/parks/Olympia-Park/,Edison Park,N/A,PG,"6566 N. Avondale Ave. Chicago IL 60631
Chicago, IL 60631
(41.99970245, -87.81498718)",17,77,22243,655,29,34
Movies in the Parks at Brands,Justin Bieber: Never Say Never,Brands Park,60618,(773) 478-2414,07/30/2014 08:30:00 PM,07/30/2014 10:15:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Brands/,http://www.chicagoparkdistrict.com/parks/Brands-Park/,Avondale,Yes,G,"3259 N Elston Ave Chicago, IL 60618
Chicago, IL 60618
(41.94041824, -87.6997757)",39,22,21538,425,20,2
Movies in the Parks at Mandrake,Beasts of the Southern Wild,Mandrake Park,60653,(312) 656-0423 (Ellis Park in Dolittle School),07/14/2014 08:30:00 PM,07/14/2014 10:04:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Mandrake1/,http://www.chicagoparkdistrict.com/parks/Mandrake-Park/,Oakland,Yes,PG-13,"900 E. Pershing Rd. Chicago IL 60653
Chicago, IL 60653
(41.82370758, -87.60727692)",36,4,4301,583,10,1
Movies in the Parks at Hoyne,Cloudy with a Chance of Meatballs 2,Hoyne Playground Park,60608,(312) 747-6184 ,07/22/2014 08:30:00 PM,07/22/2014 10:04:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Hoyne1/,http://www.chicagoparkdistrict.com/parks/Hoyne-Playground-Park/,McKinley Park,Yes,PG,"3417 S. Hamiltion Ave. Chicago IL 60608
Chicago, IL 60608
(41.83187485, -87.67896271)",43,56,14920,2,1,26
Family Movie Night at Oriole,Despicable Me 2,Oriole Park,60656,(773) 631-6197,06/28/2014 07:45:00 PM,06/28/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Movie-Night-at-Oriole/,http://www.chicagoparkdistrict.com/parks/Oriole-Park/,Norwood Park,N/A,PG,"5430 N. Olcott Ave. Chicago IL 60656
Chicago, IL 60656
(41.97828293, -87.81445313)",31,36,4448,735,29,34
Movies in the Parks at Wicker,The Hunt for Red October,Wicker Park,60622,(312) 742-7553,08/07/2014 08:00:00 PM,08/07/2014 10:14:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wicker6/,http://www.chicagoparkdistrict.com/parks/Wicker-Park/,West Town,No,PG,"1425 N. Damen Avenue Chicago IL 60622
Chicago, IL 60622
(41.90821838, -87.67736053)",4,25,21560,481,41,24
Movies in the Parks at South Shore,The Great Gatsby (2013),South Shore Cultural Center,60649,(773) 256-0149,08/25/2014 08:00:00 PM,08/25/2014 10:23:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-South-Shore6/,http://www.chicagoparkdistrict.com/parks/South-Shore-Cultural-Center/,South Shore,Yes,PG-13,"7059 S. South Shore Dr. Chicago IL 60649
Chicago, IL 60649
(41.76674652, -87.56651306)",24,39,22538,142,33,32
Movies in the Parks at DuSable Museum,42,Washington Park,60637,(773) 256-1248,07/19/2014 08:30:00 PM,07/19/2014 10:38:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-DuSable-Museum2/,http://www.chicagoparkdistrict.com/parks/washington-park/,Washington Park,Yes,PG-13,"5531 S. Martin Luther King Dr. Chicago, IL 60637
Chicago, IL 60637
(41.79378891, -87.61591339)",60,7,22260,401,4,53
Movies in the Parks at Cornell Square,Mr. Peabody & Sherman,Cornell Square Park,60609,(312) 747-6097,08/15/2014 08:00:00 PM,08/15/2014 09:32:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Cornell-Square1/,http://www.chicagoparkdistrict.com/parks/Cornell-Square-Park/,New City,Yes,PG,"1809 W 50th St Chicago, IL 60609
Chicago, IL 60609
(41.8030777, -87.66988373)",37,59,14924,709,4,19
Movies in the Parks at Oz,Return to Me,Oz Park,60614,(312) 742-7898,07/12/2014 08:30:00 PM,07/12/2014 10:16:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Oz4/,http://www.chicagoparkdistrict.com/parks/Oz-Park/,Lincoln Park,No,PG,"2021 N. Burling St. Chicago IL 60614
Chicago, IL 60614
(41.92099187, -87.64469862)",16,68,21190,798,34,51
Movies in the Parks at Revere,The Goonies,Revere Park,60618,(773) 478-1220,06/13/2014 09:00:00 PM,06/13/2014 10:51:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Revere/,http://www.chicagoparkdistrict.com/parks/Revere-Park/,North Center,Yes,PG,"2509 W. Irving Park Rd. Chicago IL 60618
Chicago, IL 60618
(41.9539299, -87.69141388)",39,46,21538,110,18,13
Movies in the Parks at Ellis,Despicable Me 2,Ellis (Samuel) Park,60653,(312) 656 - 0423 ,07/19/2014 08:30:00 PM,07/19/2014 10:08:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Ellis3/,http://www.chicagoparkdistrict.com/parks/ellis-samuel-park/,Douglas,Yes,PG,"535 E. 35th St. Chicago IL 60653
Chicago, IL 60653
(41.82777786, -87.60858154)",36,2,4301,221,10,1
Family Movie Night at Merrimac,Despicable Me 2,Merrimac Park,60634,(773) 685-3382,08/06/2014 08:00:00 PM,08/06/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-OutFamily-Movie-Night-at-Merrimac/,http://www.chicagoparkdistrict.com/parks/Merrimac-Park/,Dunning,N/A,PG,"6343 W. Irving Park Rd. Chicago IL 60634
Chicago, IL 60634
(41.95264435, -87.78518677)",52,17,22254,443,19,25
Family Movie Night at Calumet,Saving Mr. Banks,Calumet Park,60617,(312) 747-6039,07/07/2014 08:00:00 PM,07/07/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Movie-Night-at-Calumet/,http://www.chicagoparkdistrict.com/parks/Calumet-Park/,East Side,N/A,PG-13,"9801 S Avenue G Chicago, IL 60617
Chicago, IL 60617
(41.71755765, -87.53148079)",25,49,21202,705,47,47
International Film Festiva at Piotrowski,,Piotrowski Park,60623,(312) 747-6608 ,07/09/2014 07:30:00 PM,07/09/2014 09:30:00 PM,http://www.chicagoparkdistrict.com/events/Night-OutInternational-Film-Festiva-at-Piotrowski/,http://www.chicagoparkdistrict.com/parks/Piotrowski-Park/,South Lawndale,,,"4247 W. 31st St. Chicago IL 60623
Chicago, IL 60623
(41.8367424, -87.730896)",57,32,21569,200,28,14
Movies in the Parks at Ken-Well,Journey 2: The Mysterious Island,Ken-Well Park,60641,(773) 685-3348,07/18/2014 08:30:00 PM,07/18/2014 10:04:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Ken-Well1/,http://www.chicagoparkdistrict.com/parks/Ken-Well-Park/,Hermosa,Yes,PG,"2945 N. Kenosha Ave. Chicago IL 60641
Chicago, IL 60641
(41.93434525, -87.73382568)",21,21,22618,411,17,7
Movies in the Parks at Montgomery Ward,The Blind Side,"Ward, A. Montgomery Park",60606,(312) 742-7895,08/12/2014 08:00:00 PM,08/12/2014 10:08:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Montgomery-Ward12/,http://www.chicagoparkdistrict.com/parks/Ward-A-Montgomery-Park/,Near North Side,Yes,PG-13,"630 N. Kingsbury St. Chicago IL 60606
Chicago, IL 60606
(41.89364243, -87.64193726)",55,37,4446,652,36,22
Movies in the Parks at Armour Square,Singin' in the Rain,Armour Square Park,60616,(312) 747-6012,07/17/2014 08:30:00 PM,07/17/2014 10:13:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Armour-Square2/,http://www.chicagoparkdistrict.com/parks/Armour-Square-Park/,Armour Square,Yes,NR,"3309 S Shields Ave Chicago, IL 60616
Chicago, IL 60616
(41.83438492, -87.63520813)",40,35,21194,376,48,26
Movies in the Parks at Fulton River,Gravity,Park No. 551,60611,(312) 742-7895 ,06/24/2014 09:00:00 PM,06/24/2014 10:31:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Park-No-551/,http://www.chicagoparkdistrict.com/parks/Park-No-551/,Near West Side,Yes,PG-13,"353 N. DesPlaines St. Chicago IL 60611
Chicago, IL 60611
(41.88835526, -87.64409637)",45,29,4452,784,36,22
Movies in the Parks at Lincoln Park,The Hunger Games,Lincoln Park Cultural Center,60614,(312) 742-7726,08/03/2014 08:00:00 PM,08/03/2014 10:26:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Lincoln-Park/,http://www.chicagoparkdistrict.com/parks/lincoln-park-cultural-center/,Lincoln Park,Yes,PG-13,"2045 N. Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.91962051, -87.63596344)",16,68,21190,207,34,51
Movies in the Parks at Holstein,Moonrise Kingdom,Holstein Park,60647,(312) 742-7554 ,07/11/2014 08:30:00 PM,07/11/2014 10:04:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Holstein3/,http://www.chicagoparkdistrict.com/parks/Holstein-Park/,Logan Square,Yes,PG-13,"2200 N. Oakley Ave. Chicago IL 60647
Chicago, IL 60647
(41.9219017, -87.68556213)",1,23,22535,324,40,16
Family Movie Night at Athletic Field,Brave,Athletic Field Park,60618,(773) 478-2889,08/29/2014 08:30:00 PM,08/29/2014 10:30:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Movie-Night-at-Athletic-Field2/,http://www.chicagoparkdistrict.com/parks/Athletic-Field-Park/,Irving Park,N/A,PG,"3546 W Addison St Chicago, IL 60618
Chicago, IL 60618
(41.94668198, -87.71703339)",39,16,21538,325,12,15
Family Movie Night at Brooks,The Smurfs 2,Brooks Park,60631,(773) 631-4401,07/18/2014 08:00:00 PM,07/18/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-OutFamily-Movie-Night-at-Brooks/,http://www.chicagoparkdistrict.com/parks/Brooks-Park/,Edison Park,N/A,PG,"7100 N Harlem Ave Chicago, IL 60631
Chicago, IL 60631
(42.01028061, -87.8066864)",17,77,22243,654,29,34
Movies in the Parks at Calumet,The Muppet Movie,Calumet Park,60617,(312) 747-6039,08/18/2014 08:00:00 PM,08/18/2014 09:38:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Calumet6/,http://www.chicagoparkdistrict.com/parks/Calumet-Park/,East Side,Yes,G,"9801 S Avenue G Chicago, IL 60617
Chicago, IL 60617
(41.71755765, -87.53148079)",25,49,21202,705,47,47
Movies in the Parks at Grant,Indiana Jones and the Temple of Doom,Grant Park,60602,(312) 742-3918,08/25/2014 08:00:00 PM,08/25/2014 09:58:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Grant1/,http://www.chicagoparkdistrict.com/parks/grant-park/,Loop,No,PG,"337 E. Randolph St. Chicago, IL 60602
Chicago, IL 60602
(41.88437653, -87.61938477)",41,38,14309,580,36,22
Movies in the Parks at Augusta,Man of Steel,Augusta Park,60651,(312) 742-7544,08/07/2014 08:00:00 PM,08/07/2014 10:28:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Augusta1/,http://www.chicagoparkdistrict.com/parks/Augusta-Park/,Humboldt Park,Yes,PG-13,"4433 W Augusta Blvd Chicago, IL 60651
Chicago, IL 60651
(41.89883423, -87.73683929)",5,24,4299,99,45,4
Movies in the Parks at Sumner,Ride Along,Sumner Park,60624,(312) 746-5394 ,07/23/2014 08:30:00 PM,07/23/2014 10:10:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Sumner/,http://www.chicagoparkdistrict.com/parks/sumner-park/,North Lawndale,Yes,PG-13,"4320 W 5th Ave Chicago, IL 60624
Chicago, IL 60624
(41.87060928, -87.73418427)",30,27,21572,703,14,36
Movies in the Parks at West Lawn,Turbo,West Lawn Park,60629,(773) 284-2803,08/11/2014 08:00:00 PM,08/11/2014 09:36:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-West-Lawn1/,http://www.chicagoparkdistrict.com/parks/West-Lawn-Park/,West Lawn,Yes,PG,"4233 W. 65th St. Chicago IL 60629
Chicago, IL 60629
(41.77493286, -87.72831726)",58,63,21867,6,15,23
Movies in the Parks at Paschen,Despicable Me 2,Paschen Park,60626,(773) 262-5871,07/26/2014 08:30:00 PM,07/26/2014 10:08:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Paschen2/,http://www.chicagoparkdistrict.com/parks/Paschen-Park/,Rogers Park,Yes,PG,"1932 W. Lunt Ave. Chicago IL 60626
Chicago, IL 60626
(42.00889969, -87.67923737)",9,10,21853,44,5,3
Movies in the Parks at Chicago History,Ghostbusters,Lincoln Park,60614,(312) 742-7726 ,06/18/2014 09:00:00 PM,06/18/2014 10:47:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Chicago-History/,http://www.chicagoparkdistrict.com/parks/lincoln-park/,Lincoln Park,Yes,PG,"2045 N Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.928495, -87.636008)",16,68,21190,101,34,51
Movies in the Parks at Pottawattomie,The Smurfs 2,Pottawattomie Park,60626,(773) 262-5835,08/29/2014 08:00:00 PM,08/29/2014 09:45:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Pottawattomie/,http://www.chicagoparkdistrict.com/parks/Pottawattomie-Park/,Rogers Park,Yes,PG,"7340 N. Rogers Ave. Chicago IL 60626
Chicago, IL 60626
(42.01446533, -87.6785965)",9,10,21853,52,5,3
Movies in the Parks at Jonquil,The Hunger Games: Catching Fire,Jonquil Playlot Park,60614,(312) 742-7816 ,08/30/2014 08:00:00 PM,08/30/2014 10:26:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jonquil7/,http://www.chicagoparkdistrict.com/parks/Jonquil-Playlot-Park/,Lincoln Park,Yes,PG-13,"1001 W. Wrightwood Ave. Chicago IL 60614
Chicago, IL 60614
(41.92899323, -87.65377045)",16,68,21190,795,34,16
Family Movie Night at Jefferson,Frozen,Jefferson Memorial Park,60630,(773) 685-3316,07/11/2014 08:30:00 PM,07/11/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Movie-Night-at-Jefferson1/,http://www.chicagoparkdistrict.com/parks/Jefferson-Memorial-Park/,Jefferson Park,N/A,PG,"4822 N. Long Ave. Chicago IL 60630
Chicago, IL 60630
(41.96814728, -87.76294708)",48,11,21869,129,50,20
Movies in the Parks at Lake Shore,The Monuments Men,Lake Shore Park,60611,(312) 742-7891,07/13/2014 08:30:00 PM,07/13/2014 10:22:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Lake-Shore2/,http://www.chicagoparkdistrict.com/parks/Lake-Shore-Park/,Near North Side,Yes,PG-13,"808 N Lake Shore Dr Chicago, IL 60611
Chicago, IL 60611
(41.89749146, -87.61992645)",6,37,21182,233,11,22
Movies in the Parks at Indian Road,Space Jam,Indian Road Park,60646,(773) 631-3761 ,08/04/2014 08:00:00 PM,08/04/2014 09:27:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Indian-Road/,http://www.chicagoparkdistrict.com/parks/Indian-Road-Park/,Norwood Park,Yes,PG,"6010 W. Matson Ave. Chicago IL 60646
Chicago, IL 60646
(41.99246216, -87.77907562)",18,36,22532,656,38,20
Family Movie Night at Gladstone,Wizard of Oz,Gladstone Park,60630,(773) 631-7859 ,07/30/2014 08:00:00 PM,07/30/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Movie-Night-at-Gladstone/,http://www.chicagoparkdistrict.com/parks/Gladstone-Park/,Jefferson Park,N/A,G,"5421 N. Menard Ave. Chicago IL 60630
Chicago, IL 60630
(41.97917175, -87.77305603)",48,11,21869,693,50,20
Family Movie Night at Wolfe,The Lego Movie,Wolfe Playground Park,60617,(312) 747-7005,06/16/2014 08:00:00 PM,06/16/2014 10:00:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Movie-Night-at-Wolfe/,http://www.chicagoparkdistrict.com/parks/Wolfe-Playground-Park/,East Side,No,PG,"3325 E. 108th St. Chicago IL 60617
Chicago, IL 60617
(41.69897461, -87.54348755)",25,49,21202,602,47,47
Movies in the Parks at Montgomery Ward,Captain Phillips,"Ward, A. Montgomery Park",60606,(312) 742-7895,07/01/2014 08:30:00 PM,07/01/2014 10:43:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Montgomery-Ward8/,http://www.chicagoparkdistrict.com/parks/Ward-A-Montgomery-Park/,Near North Side,Yes,PG-13,"630 N. Kingsbury St. Chicago IL 60606
Chicago, IL 60606
(41.89364243, -87.64193726)",55,37,4446,652,36,22
Movies in the Parks at Meyering,Ride Along,Meyering Playground Park,60619,(312) 747-6545,08/22/2014 08:00:00 PM,08/22/2014 09:40:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Meyering1/,http://www.chicagoparkdistrict.com/parks/Meyering-Playground-Park/,Greater Grand Crossing,Yes,PG-13,"7140 S. Martin Luther King Dr. Chicago IL 60619
Chicago, IL 60619
(41.76466751, -87.61575317)",61,67,21546,474,32,31
Family Fun Film at Gompers,The Muppet Movie,Gompers Park,60630,(773) 685-3270,07/16/2014 08:30:00 PM,07/16/2014 10:30:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Family-Fun-Film-at-Gompers/,http://www.chicagoparkdistrict.com/parks/gompers-park/,North Park,N/A,G,"4222 W. Foster Ave. Chicago IL 60630
Chicago, IL 60630
(41.97549438, -87.73486328)",48,13,21869,748,38,28
Movies in the Parks at Ping Tom,The Lego Movie,Ping Tom Memorial Park,60616,(312) 225-3121,08/29/2014 08:00:00 PM,08/29/2014 09:41:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Ping-Tom/,http://www.chicagoparkdistrict.com/parks/Ping-Tom-Memorial-Park/,Near South Side,Yes,PG,"1700 S. Wentworth Avenue, Chicago IL 60616
Chicago, IL 60616
(41.8588278, -87.6319357)",40,34,21194,330,26,8
Movies in the Parks at Emmerson,Despicable Me 2,Emmerson Park,60660,(773) 761-0433,07/13/2014 08:30:00 PM,07/13/2014 10:08:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Emmerson/,http://www.chicagoparkdistrict.com/parks/Emmerson-Park/,West Ridge,Yes,PG,"1820 W. Granville Ave. Chicago IL 60660
Chicago, IL 60660
(41.99436951, -87.67577362)",14,20,4451,43,24,42
Movies in the Parks at Union,The Goonies,Union Park,60607,(312) 746-5494,07/30/2014 08:30:00 PM,07/30/2014 10:21:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Union/,http://www.chicagoparkdistrict.com/parks/Union-Park/,Near West Side,Yes,PG,"1501 W. Randolph St. Chicago IL 60607
Chicago, IL 60607
(41.88421249, -87.66551971)",44,29,14917,63,46,41
Movies in the Parks at Vittum,Epic,Vittum Park,60638,(773) 284-6022,08/01/2014 08:00:00 PM,08/01/2014 09:42:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Vittum/,http://www.chicagoparkdistrict.com/parks/Vittum-Park/,Garfield Ridge,No,PG,"5010 W 50th St Chicago, IL 60638
Chicago, IL 60638
(41.80209351, -87.74839783)",7,53,22268,605,28,35
@home Documentary at Palmer,@home,Palmer Park,60628,(312) 747-6577,06/06/2014 07:00:00 PM,06/06/2014 08:30:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-home-Documentary-at-Palmer/,http://www.chicagoparkdistrict.com/parks/Palmer-Park/,Roseland,No,NR,"201 E 111th St Chicago, IL 60628
Chicago, IL 60628
(41.69263077, -87.61819458)",19,45,21861,253,43,30
Movies in the Parks at Hamlin,Despicable Me 2,Hamlin Park,60618,(312) 742-7785 ,08/14/2014 08:00:00 PM,08/14/2014 09:38:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Hamlin1/,http://www.chicagoparkdistrict.com/parks/Hamlin-Park/,North Center,Yes,PG,"3035 N. Hoyne Ave. Chicago IL 60618
Chicago, IL 60618
(41.93654251, -87.68065643)",39,46,21538,616,40,16
Movies in the Parks at Hoard,The Amazing Spider-Man,Hoard Playground Park,60619,(312) 256-1903,07/26/2014 08:30:00 PM,07/26/2014 10:46:00 PM,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Hoard/,http://www.chicagoparkdistrict.com/parks/Hoard-Playground-Park/,Greater Grand Crossing,Yes,PG-13,"7201 S. Dobson Ave. Chicago IL 60619
Chicago, IL 60619
(41.76409531, -87.59940338)",61,67,21546,121,33,32
