 EventName , MovieName,ParkName, ZipCode, Phone, StartDate, EndDate, ContactName, ContactEmail, EventUrl, ParkUrl, Community, MovieClosedCaption, MovieRating,Location 1,Boundaries - ZIP Codes,Community Areas,Zip Codes,Census Tracts,Wards,:@computed_region_awaf_s7ux
Night Out: Movies in the Parks at Heritage Green,Anchorman: The Legend of Ron Burgundy,Heritage Green Park,60606,(312) 746-5494,07/27/2015 08:30:00 PM,07/27/2015 10:04:00 PM,Tony Fitzgerald (Union Park),tony.fitzgerald@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Heritage-Green1/,http://www.chicagoparkdistrict.com/parks/heritage-green-park/,Near West Side,Yes,PG,"610-30 W. Adams St. Chicago IL 60606
Chicago, IL 60606
(41.87962341, -87.64317322)",45,29,4452,786,36,48
Night Out: Movies in the Parks at Clark (Richard),The Social Network,Clark (Richard) Playlot Park,60618,(773) 248-3966,07/23/2015 08:30:00 PM,07/23/2015 10:30:00 PM,Joe Harris,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Clark-Richard/,http://www.chicagoparkdistrict.com/parks/Clark-Richard-Playlot-Park/,North Center,Yes,PG-13,"3400 N. Rockwell St. Chicago IL 60618
Chicago, IL 60618
(41.94225311, -87.69390106)",39,46,21538,110,18,13
Night Out: Movies in the Parks at Brooks,E.T. The Extra-Terrestrial,Brooks Park,60631,(773) 631-4401,06/25/2015 08:30:00 PM,06/25/2015 10:25:00 PM,Tom Broderick,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Brooks2/,http://www.chicagoparkdistrict.com/parks/Brooks-Park/,Edison Park,Yes,PG,"7100 N Harlem Ave Chicago, IL 60631
Chicago, IL 60631
(42.01028061, -87.8066864)",17,77,22243,654,29,34
Night Out: Movies in the Parks at Ogden,When the Game Stands Tall,Ogden Park,60636,(312) 747-6572,07/16/2015 08:30:00 PM,07/16/2015 10:15:00 PM,David Bailey,davidbailey@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Ogden2/,http://www.chicagoparkdistrict.com/parks/Ogden-Park/,"Englewood, West Englewood",Yes,PG,"6500 S. Racine Ave. Chicago IL 60636
Chicago, IL 60636
(41.77593613, -87.65439606)",11,66,22257,436,2,17
Night Out: Movies in the Parks at McGuane,Guardians of the Galaxy,McGuane Park,60608,(312) 747-6497,08/18/2015 08:00:00 PM,08/18/2015 10:01:00 PM,Kal J. Moy,Kal.Moy@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-McGuane1/,http://www.chicagoparkdistrict.com/parks/mcguane-park/,Bridgeport,Yes,PG-13,"2901 S Poplar Ave Chicago, IL 60608
Chicago, IL 60608
(41.84131622, -87.64971161)",43,58,14920,59,48,26
Night Out: Movies in the Parks at Hamlin,Paddington,Hamlin Park,60618,(312) 742-7785 ,08/13/2015 08:00:00 PM,08/13/2015 09:35:00 PM,Rich Blake,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Hamlin2/,http://www.chicagoparkdistrict.com/parks/Hamlin-Park/,North Center,Yes,PG,"3035 N. Hoyne Ave. Chicago IL 60618
Chicago, IL 60618
(41.93654251, -87.68065643)",39,46,21538,616,40,16
Night Out: Movies in the Parks at Chicago History,Tommy Boy,Lincoln Park,60614,(312) 742-7726 ,08/26/2015 08:00:00 PM,08/26/2015 09:37:00 PM,Lauren Quinn,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Chicago-History6/,http://www.chicagoparkdistrict.com/parks/lincoln-park/,Lincoln Park,Yes,PG-13,"2045 N Lincoln Park West Chicago IL 60614
Chicago, IL 60614
(41.928495, -87.636008)",16,68,21190,101,34,51
Night Out: Movies in the Parks at Beverly,The Mighty Macs,Beverly Park,60655,(312) 747-6024,07/14/2015 08:30:00 PM,07/14/2015 10:09:00 PM,Sue Kukulski,Sue.Kukulski@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Beverly2/,http://www.chicagoparkdistrict.com/parks/Beverly-Park/,Beverly,Yes,G,"2460 W 102nd St Chicago, IL 60655
Chicago, IL 60655
(41.70822525, -87.68319702)",33,71,4447,661,42,33
Night Out: Movies in the Parks at Chippewa,Frozen,Chippewa Park,60645,(773) 761-0380 ,08/03/2015 08:00:00 PM,08/03/2015 09:48:00 PM,Jennifer Printzlau,jennifer.printzlau@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Chippewa2/,http://www.chicagoparkdistrict.com/parks/Chippewa-Park/,West Ridge,Yes,PG,"6748 N Sacramento Ave Chicago, IL 60645
Chicago, IL 60645
(42.00387573, -87.7046051)",12,20,22528,32,27,42
Night Out: Movies in the Parks at Jonquil,Guardians of the Galaxy,Jonquil Playlot Park,60614,(312) 742-7816 ,08/16/2015 08:00:00 PM,08/16/2015 10:01:00 PM,Matt Fontana  (Wrightwood Park),,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jonquil11/,http://www.chicagoparkdistrict.com/parks/Jonquil-Playlot-Park/,Lincoln Park,Yes,PG-13,"1001 W. Wrightwood Ave. Chicago IL 60614
Chicago, IL 60614
(41.92899323, -87.65377045)",16,68,21190,795,34,16
Night Out: Movies in the Parks at Mann,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",Mann Park,60633,(773) 646-0210,08/12/2015 08:00:00 PM,08/12/2015 09:21:00 PM,Erin M. Joyce,erin.joyce@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Mann2/,http://www.chicagoparkdistrict.com/parks/Mann-Park/,Hegewisch,Yes,PG,"3035 E. 130st St. Chicago IL 60633
Chicago, IL 60633
(41.6591568, -87.54946136)",26,52,22250,787,47,47
Night Out: Movies in the Parks at West Lawn,Into the Woods,West Lawn Park,60629,(773) 284-2803,06/24/2015 08:30:00 PM,06/24/2015 10:35:00 PM,Paul Pope,paul.pope@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-West-Lawn2/,http://www.chicagoparkdistrict.com/parks/West-Lawn-Park/,West Lawn,Yes,PG,"4233 W. 65th St. Chicago IL 60629
Chicago, IL 60629
(41.77493286, -87.72831726)",58,63,21867,6,15,23
Night Out: Movies in the Parks at Wentworth,Back to the Future,Wentworth Park,60638,(312) 747-6993,07/02/2015 08:30:00 PM,07/02/2015 10:26:00 PM,Dan Ryan,dan.ryan@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wentworth2/,http://www.chicagoparkdistrict.com/parks/Wentworth-Park/,Garfield Ridge,Yes,PG,"5625 S. Mobile Ave. Chicago IL 60638
Chicago, IL 60638
(41.79042816, -87.77915955)",7,53,22268,590,15,35
Night Out: Movies in the Parks at Washtenaw,How to Train Your Dragon 2,Washtenaw Park,60608,(312) 747-6992,07/01/2015 08:30:00 PM,07/01/2015 10:12:00 PM,Leonard Langdon,leonard.langdon@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Washtenaw1/,http://www.chicagoparkdistrict.com/parks/Washtenaw-Park/,South Lawndale,Yes,PG,"2521 South Washtenaw Avenue Chicago IL 60608
Chicago, IL 60608
(41.84587097, -87.69277191)",43,32,14920,263,14,29
Night Out: Movies in the Parks at Trebes,The Lego Movie,Trebes Park,60614,(312) 742-7769,08/27/2015 08:00:00 PM,08/27/2015 09:40:00 PM,Adele Bach,adele.bach@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Trebes1/,http://www.chicagoparkdistrict.com/parks/Trebes-Park/,Lincoln Park,Yes,PG,"2250 N. Clifton Ave. Chicago IL 60614
Chicago, IL 60614
(41.92298889, -87.65727234)",16,68,21190,797,34,16
Night Out: Movies in the Parks at Kilbourn,A Latino Film Festival Selection,Kilbourn Park,60641,(773) 685-3351,07/22/2015 08:30:00 PM,07/22/2015 10:30:00 PM,Matt Fontana,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Kilbourn3/,http://www.chicagoparkdistrict.com/parks/Kilbourn-Park/,Irving Park,Yes,NR,"3501 N. Kilbourn Ave. Chicago IL 60641
Chicago, IL 60641
(41.94442749, -87.73962402)",21,16,22618,328,21,27
Night Out: Movies in the Parks at Gross,The Wizard of Oz,Gross Park,60625,(312) 742-7528,08/22/2015 08:00:00 PM,08/22/2015 09:41:00 PM,Mark Naumiec,mark.naumiec@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Gross3/,http://www.chicagoparkdistrict.com/parks/Gross-Park/,Lincoln Square,Yes,G,"2708 W. Lawrence Ave. Chicago IL 60625
Chicago, IL 60625
(41.96857834, -87.6966095)",20,6,21849,28,24,46
Night Out: Movies in the Parks at Holstein,The Princess Bride,Holstein Park,60647,(312) 742-7554 ,07/12/2015 08:30:00 PM,07/12/2015 10:08:00 PM,Shannon English,shannon.english@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Holstein6/,http://www.chicagoparkdistrict.com/parks/Holstein-Park/,Logan Square,Yes,PG,"2200 N. Oakley Ave. Chicago IL 60647
Chicago, IL 60647
(41.9219017, -87.68556213)",1,23,22535,324,40,16
Night Out: Movies in the Parks at Abbott,Annie (2014),Abbott Park,60628,(312) 747-6001,08/28/2015 08:00:00 PM,08/28/2015 09:58:00 PM,Shreece Childs,shreece.childs@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Abbott/,http://www.chicagoparkdistrict.com/parks/abbott-park/,Roseland,Yes,PG,"49 E 95th St Chicago, IL 60628
Chicago, IL 60628
(41.72153854, -87.62214661)",19,45,21546,567,43,31
Night Out: Movies in the Parks at Lake Meadows,Toy Story,Lake Meadows Park,60616,(312) 747-6287,08/10/2015 08:00:00 PM,08/10/2015 09:21:00 PM,Donald Serio,donald.serio@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Lake-Meadows3/,http://www.chicagoparkdistrict.com/parks/Lake-Meadows-Park/,Douglas,Yes,G,"3117 S. Rhodes Ave. Chicago IL 60616
Chicago, IL 60616
(41.83804321, -87.61347198)",40,1,21194,581,10,1
Night Out: Movies in the Parks at Jonquil,Teen Wolf,Jonquil Playlot Park,60614,(312) 742-7816 ,07/05/2015 08:30:00 PM,07/05/2015 10:20:00 PM,Matt Fontana  (Wrightwood Park),,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Jonquil9/,http://www.chicagoparkdistrict.com/parks/Jonquil-Playlot-Park/,Lincoln Park,Yes,PG,"1001 W. Wrightwood Ave. Chicago IL 60614
Chicago, IL 60614
(41.92899323, -87.65377045)",16,68,21190,795,34,16
Night Out: Movies in the Parks at Independence,Big Hero 6,Independence Park,60618,(773) 478-3538,07/17/2015 08:00:00 PM,07/17/2015 10:00:00 PM,Julie Thompson,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Independence2/,http://www.chicagoparkdistrict.com/parks/Independence-Park/,Irving Park,N/A,PG,"3945 N. Springfield Ave. Chicago IL 60618
Chicago, IL 60618
(41.95268631, -87.72504425)",39,16,21538,326,50,28
Night Out: Movies in the Parks at Burnside,The Lego Movie,Burnside Park,60619,(312) 747-6015 ,08/19/2015 08:00:00 PM,08/19/2015 09:40:00 PM,Avalon Park,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Burnside1/,http://www.chicagoparkdistrict.com/parks/Burnside-Park/,Burnside,Yes,PG,"9400 S. Greenwood Ave. Chicago IL 60619
Chicago, IL 60619
(41.72403336, -87.59728241)",61,43,21546,472,35,9
Night Out: Movies in the Parks at Pottawattomie,Jurassic Park,Pottawattomie Park,60626,(773) 262-5835,06/11/2015 06:00:00 PM,06/11/2015 08:00:00 PM,Barbara Dever,barbara.dever@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Pottawattomie1/,http://www.chicagoparkdistrict.com/parks/Pottawattomie-Park/,Rogers Park,N/A,PG-13,"7340 N. Rogers Ave. Chicago IL 60626
Chicago, IL 60626
(42.01446533, -87.6785965)",9,10,21853,52,5,3
Night Out: Movies in the Parks at Humboldt,The Boxtrolls,Humboldt Park,60622,(312) 742-7549,08/01/2015 08:00:00 PM,08/01/2015 09:36:00 PM,Jesus Perez,Jesus.Perez@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Humboldt4/,http://www.chicagoparkdistrict.com/parks/humboldtpark/,West Town,Yes,PG,"1440 N Humboldt Dr Chicago, IL 60622
Chicago, IL 60622
(41.90572739, -87.7037735)",4,25,21560,301,49,10
Night Out: Movies in the Parks at Archer,Big Hero 6,Archer Park,60632,(773) 284-7029,08/05/2015 08:00:00 PM,08/05/2015 09:42:00 PM,Roland Konow,roland.konow@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Archer1/,http://www.chicagoparkdistrict.com/parks/Archer-Park/,Archer Heights,Yes,PG,"4901 S. Kilbourn Ave. Chicago IL 60632
Chicago, IL 60632
(41.80400848, -87.73569489)",56,54,22248,697,8,35
Night Out: Movies in the Parks at Grant,The Pink Panther,Grant Park,60602,(312) 742-3918,06/22/2015 08:30:00 PM,06/22/2015 10:23:00 PM,Jackie Guthrie   (Daley Bicentennial Park),jacqueline.guthrie@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Grant2/,http://www.chicagoparkdistrict.com/parks/grant-park/,Loop,Yes,NR,"337 E. Randolph St. Chicago, IL 60602
Chicago, IL 60602
(41.88437653, -87.61938477)",41,38,14309,580,36,22
Night Out: Movies in the Parks at Harrison,A Latino Film Festival Selection,Harrison Park,60608,(312) 746-5491,06/17/2015 08:30:00 PM,06/17/2015 10:30:00 PM,Tony Gonzales,tony.gonzales@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Harrison5/,http://www.chicagoparkdistrict.com/parks/Harrison-Park/,Lower West Side,Yes,NR,"1824 S. Wood St. Chicago IL 60608
Chicago, IL 60608
(41.85699081, -87.67106628)",43,33,14920,343,26,8
Night Out: Movies in the Parks at Athletic Field,Frozen Sing-A-Long,Athletic Field Park,60618,(773) 478-2889,07/31/2015 08:15:00 PM,07/31/2015 10:00:00 PM,Gualberto Roldan,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Athletic-Field1/,http://www.chicagoparkdistrict.com/parks/Athletic-Field-Park/,Irving Park,N/A,PG,"3546 W Addison St Chicago, IL 60618
Chicago, IL 60618
(41.94668198, -87.71703339)",39,16,21538,325,12,15
Night Out: Movies in the Parks at Sherman,Dreamgirls,Sherman Park,60609,(312) 747-6672,07/30/2015 08:30:00 PM,07/30/2015 10:40:00 PM,Marvin Tolbert,marvin.tolbert@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Sherman1/,http://www.chicagoparkdistrict.com/parks/Sherman-Park/,New City,Yes,PG-13,"1301 W. 52nd St. Chicago IL 60609
Chicago, IL 60609
(41.79926682, -87.65863037)",37,59,14924,790,4,19
Night Out: Movies in the Parks at Calumet,The Bad News Bears (1976),Calumet Park,60617,(312) 747-6039,08/24/2015 08:00:00 PM,08/24/2015 09:42:00 PM,Erin McGuire,erin.mcguire@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Calumet10/,http://www.chicagoparkdistrict.com/parks/Calumet-Park/,East Side,,,"9801 S Avenue G Chicago, IL 60617
Chicago, IL 60617
(41.71755765, -87.53148079)",25,49,21202,705,47,47
Night Out: Movies in the Parks at Mayfair,Jurassic Park,Mayfair Park,60630,(773) 685-3361,07/10/2015 08:30:00 PM,07/10/2015 10:37:00 PM,Maria McDorman,maria.mcdorman@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Mayfair1/,http://www.chicagoparkdistrict.com/parks/Mayfair-Park/,Irving Park,N/A,PG-13,"4550 W. Sunnyside Ave. Chicago IL 60630
Chicago, IL 60630
(41.96262741, -87.74201202)",48,16,21869,362,38,20
Night Out: Movies in the Parks at La Villita,Instructions Not Included,La Villita Park,60608,312-746-5962,06/27/2015 08:30:00 PM,06/27/2015 10:32:00 PM,Andrew Del Rivero (Piotrowski Park),andrew.derivero@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-La-Villita/,http://www.chicagoparkdistrict.com/parks/la-villita-park/,"Douglas, South Lawndale",Yes,PG-13,"2800 S. Sacramento Blvd., Chicago, IL 6060860608
(41.8408611, -87.7000382)",57,32,14920,124,1,29
Night Out: Movies in the Parks at Unity,The Lego Movie,Unity Playlot Park,60647,(312) 742-7546,08/15/2015 08:00:00 PM,08/15/2015 09:40:00 PM,Rebecca Tirado   (Kosciuszko Park),rebecca.tirado@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Unity2/,http://www.chicagoparkdistrict.com/parks/Unity-Playlot-Park/,Logan Square,Yes,PG,"2636 N. Kimball Ave. Chicago IL 60647
Chicago, IL 60647
(41.92939377, -87.7122345)",1,23,22535,72,12,15
Night Out: Movies in the Parks at Holstein,St. Vincent,Holstein Park,60647,(312) 742-7554 ,07/27/2015 08:30:00 PM,07/27/2015 10:12:00 PM,Shannon English,shannon.english@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Holstein7/,http://www.chicagoparkdistrict.com/parks/Holstein-Park/,Logan Square,Yes,PG-13,"2200 N. Oakley Ave. Chicago IL 60647
Chicago, IL 60647
(41.9219017, -87.68556213)",1,23,22535,324,40,16
Night Out: Movies in the Parks at Osterman Beach,Much Ado About Nothing (2012),Kathy Osterman Beach,60660,(312) 742-5121,07/06/2015 08:30:00 PM,07/06/2015 10:19:00 PM,,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Osterman-Beach3/,http://www.chicagoparkdistrict.com/parks/kathy-osterman-beach/,Edgewater,Yes,PG-13,"5800 N. Lake Shore Drive, Chicago, IL 60660
Chicago, IL 60660
(41.98543743, -87.65284538)",14,76,4451,14,16,40
Night Out: Movies in the Parks at DuSable Museum,Once Upon a Time ... When We Were Colored,Washington Park,60637,(773) 256-1248,07/18/2015 08:30:00 PM,07/18/2015 10:30:00 PM,Janie M. Collins,janie.collins@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-DuSable-Museum5/,http://www.chicagoparkdistrict.com/parks/washington-park/,Washington Park,No,PG,"5531 S. Martin Luther King Dr. Chicago, IL 60637
Chicago, IL 60637
(41.79378891, -87.61591339)",60,7,22260,401,4,53
Night Out: Movies in the Parks at Margate,Guardians of the Galaxy,Margate Park Fieldhouse,60640,(312) 742-7522 ,08/25/2015 08:00:00 PM,08/25/2015 10:01:00 PM,Jennifer Runge,jennifer.bice@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Margate2/,http://www.chicagoparkdistrict.com/parks/Margate-Park-Fieldhouse/,Uptown,Yes,PG-13,"4921 N. Marine Drive Chicago IL 60640
Chicago, IL 60640
(41.97209549, -87.64978027)",15,31,22616,635,16,40
Night Out: Movies in the Parks at Athletic Field,McFarland USA,Athletic Field Park,60618,(773) 478-2889,08/28/2015 08:15:00 PM,08/28/2015 10:15:00 PM,Gualberto Roldan,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Athletic-Field2/,http://www.chicagoparkdistrict.com/parks/Athletic-Field-Park/,Irving Park,N/A,PG,"3546 W Addison St Chicago, IL 60618
Chicago, IL 60618
(41.94668198, -87.71703339)",39,16,21538,325,12,15
Night Out: Movies in the Parks at Ellis,Selma,Ellis (Samuel) Park,60653,(312) 656 - 0423 ,08/08/2015 08:00:00 PM,08/08/2015 10:08:00 PM,Christopher Zorich,christopher.zorich@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Ellis7/,http://www.chicagoparkdistrict.com/parks/ellis-samuel-park/,Douglas,Yes,PG-13,"535 E. 35th St. Chicago IL 60653
Chicago, IL 60653
(41.82777786, -87.60858154)",36,2,4301,221,10,1
Night Out: Movies in the Parks at Dawes,Left Behind,Dawes Park,60620,(312) 747-6108,07/24/2015 08:30:00 PM,07/24/2015 10:20:00 PM,Angela Jackson,angela.jackson@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Dawes1/,http://www.chicagoparkdistrict.com/parks/Dawes-Park/,Auburn Gresham,Yes,PG-13,"8052 S. Damen Ave. Chicago IL 60620
Chicago, IL 60620
(41.74732971, -87.67307281)",59,70,21554,574,30,6
Night Out: Movies in the Parks at Harris,Maleficent,Harris Park,60637,(312) 747-2706 ,08/14/2015 08:00:00 PM,08/14/2015 09:37:00 PM,Gerald Washington,gerald.washington@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Harris2/,http://www.chicagoparkdistrict.com/parks/Harris-Park/,Woodlawn,Yes,PG,"6200 S. Drexel Ave. Chicago IL 60637
Chicago, IL 60637
(41.78224182, -87.6043396)",60,9,22260,470,4,53
Night Out: Movies in the Parks at NPV,The Big Year,North Park Village Nature Center,60646,(312) 744-5472,07/14/2015 08:30:00 PM,07/14/2015 10:10:00 PM,Julie Sacco,julie.sacco@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-NPV/,http://www.chicagoparkdistrict.com/parks/North-Park-Village-Nature-Center/,North Park,,,"5801 N. Pulaski Rd. Chicago IL 60646
Chicago, IL 60646
(41.98551559, -87.7227478)",50,13,22532,747,38,28
Night Out: Movies in the Parks at Horner,When the Game Stands Tall,Horner Park,60618,(773) 478-3499,06/20/2015 08:30:00 PM,06/20/2015 10:15:00 PM,Thomas McManamon,thomas.mcmanamon@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Horner2/,http://www.chicagoparkdistrict.com/parks/Horner-Park/,Irving Park,Yes,PG,"2741 W. Montrose Ave. Chicago IL 60618
Chicago, IL 60618
(41.96125412, -87.69841003)",20,14,21538,258,20,2
Night Out: Movies in the Parks at Kelly,Despicable Me 2,Kelly Park,60632,(312) 747-6197,08/06/2015 08:30:00 PM,08/06/2015 10:08:00 PM,Michael Gianfortune,michael.gianfortune@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Kelly1/,http://www.chicagoparkdistrict.com/parks/Kelly-Park/,Brighton Park,Yes,PG,"2725 W. 41st St. Chicago IL 60632
Chicago, IL 60632
(41.81906128, -87.69380951)",56,55,22248,641,1,29
Night Out: Movies in the Parks at Bessemer,Amazing Spider Man,Bessemer Park,60617,(312) 747-6023,06/18/2015 08:00:00 PM,06/18/2015 10:00:00 PM,Alonzo Dunlap,alonzo.dunlap@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Bessemer/,http://www.chicagoparkdistrict.com/parks/Bessemer-Park/,South Chicago,N/A,PG-13,"8930 S Muskegon Ave Chicago, IL 60617
Chicago, IL 60617
(41.73311615, -87.55547333)",25,42,21202,175,47,47
Night Out: Movies in the Parks at Montgomery Ward,Groundhog Day,"Ward, A. Montgomery Park",60606,(312) 742-7895,07/14/2015 08:30:00 PM,07/14/2015 10:11:00 PM,Joyce Freeman-Herron,joyce.herron@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Montgomery-Ward16/,http://www.chicagoparkdistrict.com/parks/Ward-A-Montgomery-Park/,Near North Side,Yes,PG,"630 N. Kingsbury St. Chicago IL 60606
Chicago, IL 60606
(41.89364243, -87.64193726)",55,37,4446,652,36,22
Night Out: Movies in the Parks at Wrightwood,The Hobbit: The Battle of the Five Armies,Wrightwood Park,60614,(312) 742-7816,08/21/2015 08:00:00 PM,08/21/2015 10:24:00 PM,Ariel Hernandez,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Wrightwood2/,http://www.chicagoparkdistrict.com/parks/Wrightwood-Park/,Lincoln Park,Yes,PG-13,"2534 N Greenview Ave Chicago, IL 60614
Chicago, IL 60614
(41.92774582, -87.66582489)",16,68,21190,770,11,16
Night Out: Movies in the Parks at Avondale,The Pacifier,Avondale Park,60618,(773) 478-1410,07/07/2015 08:30:00 PM,07/07/2015 10:05:00 PM,Paul Serritella,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Avondale1/,http://www.chicagoparkdistrict.com/parks/Avondale-Park/,Avondale,N/A,PG,"3516 W School St Chicago, IL 60618
Chicago, IL 60618
(41.94095993, -87.71347809)",39,22,21538,138,12,15
Night Out: Movies in the Parks at Normandy,Jumanji,Normandy Playground Park,60638,(773) 229-1421,07/16/2015 08:30:00 PM,07/16/2015 10:14:00 PM,Kathy Murray,Kathleen.Murray@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Normandy2/,http://www.chicagoparkdistrict.com/parks/Normandy-Playground-Park/,Garfield Ridge,Yes,PG,"6660 W. 52nd St. Chicago IL 60638
Chicago, IL 60638
(41.79777908, -87.78858948)",7,53,22268,588,8,35
Night Out: Movies in the Parks at Armour Square,Frozen,Armour Square Park,60616,(312) 747-6012,08/22/2015 08:00:00 PM,08/22/2015 09:48:00 PM,Mary Lu Scorza,marylu.scorza@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Armour-Square4/,http://www.chicagoparkdistrict.com/parks/Armour-Square-Park/,Armour Square,Yes,PG,"3309 S Shields Ave Chicago, IL 60616
Chicago, IL 60616
(41.83438492, -87.63520813)",40,35,21194,376,48,26
Night Out: Movies in the Parks at Eckhart,Back to the Future,Eckhart Park,60642,(312) 746-5490,08/16/2015 08:00:00 PM,08/16/2015 09:56:00 PM,Melody Mitchell,Melody.Mitchell@chicagoparkdistrict.com,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Eckhart1/,http://www.chicagoparkdistrict.com/parks/Eckhart-Park/,West Town,Yes,PG,"1330 W. Chicago Ave. Chicago IL 60642
Chicago, IL 60642
(41.89619446, -87.66043091)",49,25,22620,109,46,41
Night Out: Movies in the Parks at Rutherford Sayre,Paddington,Rutherford Sayre Park,60635,(312) 746-5368,06/26/2015 08:30:00 PM,06/26/2015 10:05:00 PM,Kim Gapinski,,http://www.chicagoparkdistrict.com/events/Night-Out-Movies-in-the-Parks-at-Rutherford-Sayre2/,http://www.chicagoparkdistrict.com/parks/Rutherford-Sayre-Park/,Montclare,,,"6871 W. Belden Ave. Chicago IL 60635
Chicago, IL 60635
(41.92081833, -87.79712677)",3,18,4454,136,7,39
